AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
31,NE,Nebraska,35-0000,Food Preparation and Serving Related Occupations,major,"76,590",1.2,84.660,0.97,9.48,"19,720",0.8,7.63,8.08,8.82,10.09,12.56,"15,870","16,800","18,350","20,980","26,130",,
31,NE,Nebraska,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"27,910",3.0,30.855,0.94,11.05,"22,990",0.9,7.83,8.58,10.08,12.65,15.93,"16,290","17,840","20,960","26,310","33,120",,
31,NE,Nebraska,39-0000,Personal Care and Service Occupations,major,"20,430",3.0,22.582,0.80,11.00,"22,880",1.3,7.72,8.30,9.28,12.15,16.57,"16,060","17,270","19,290","25,280","34,460",,
31,NE,Nebraska,41-0000,Sales and Related Occupations,major,"98,010",1.5,108.345,1.02,16.41,"34,130",1.2,7.93,8.71,11.17,19.41,31.44,"16,490","18,120","23,230","40,380","65,400",,
31,NE,Nebraska,43-0000,Office and Administrative Support Occupations,major,"154,100",1.2,170.345,1.02,14.66,"30,500",0.8,8.65,10.54,13.56,17.53,22.43,"18,000","21,930","28,210","36,470","46,650",,
31,NE,Nebraska,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,350",6.6,3.705,1.16,14.22,"29,590",2.6,8.21,9.58,13.02,17.56,22.47,"17,080","19,920","27,070","36,530","46,740",,
31,NE,Nebraska,47-0000,Construction and Extraction Occupations,major,"37,370",1.9,41.305,1.07,18.46,"38,400",1.0,10.45,12.96,16.64,22.54,29.41,"21,730","26,950","34,620","46,880","61,160",,
31,NE,Nebraska,49-0000,"Installation, Maintenance, and Repair Occupations",major,"39,730",2.1,43.917,1.13,19.28,"40,110",0.9,10.41,13.56,17.92,23.10,30.21,"21,650","28,210","37,270","48,050","62,830",,
31,NE,Nebraska,51-0000,Production Occupations,major,"74,480",2.7,82.336,1.26,15.77,"32,810",1.2,9.64,11.66,14.31,18.18,22.80,"20,050","24,240","29,760","37,820","47,420",,
31,NE,Nebraska,53-0000,Transportation and Material Moving Occupations,major,"78,920",1.6,87.242,1.30,16.14,"33,570",3.3,8.55,10.62,14.26,20.37,26.77,"17,790","22,090","29,660","42,370","55,670",,
32,NV,Nevada,11-0000,Management Occupations,major,"49,380",1.5,44.379,0.92,46.43,"96,570",1.1,19.96,28.27,40.23,56.60,81.93,"41,510","58,810","83,680","117,720","170,420",,
32,NV,Nevada,13-0000,Business and Financial Operations Occupations,major,"37,320",1.9,33.537,0.70,30.42,"63,270",1.1,15.90,20.81,28.04,36.73,45.85,"33,080","43,280","58,310","76,390","95,380",,
32,NV,Nevada,15-0000,Computer and Mathematical Occupations,major,"14,920",3.9,13.411,0.50,31.80,"66,130",1.5,16.50,22.28,30.35,39.69,49.55,"34,320","46,340","63,130","82,560","103,060",,
32,NV,Nevada,17-0000,Architecture and Engineering Occupations,major,"13,150",4.0,11.818,0.66,36.44,"75,800",2.3,19.83,26.56,34.16,44.20,55.19,"41,240","55,240","71,060","91,930","114,790",,
32,NV,Nevada,19-0000,"Life, Physical, and Social Science Occupations",major,"7,480",3.5,6.722,0.80,30.26,"62,940",2.1,14.41,19.60,27.79,37.97,48.63,"29,960","40,770","57,810","78,980","101,140",,
32,NV,Nevada,21-0000,Community and Social Service Occupations,major,"9,680",2.5,8.695,0.59,23.34,"48,540",2.0,11.79,16.48,22.68,29.44,35.06,"24,530","34,280","47,170","61,230","72,920",,
32,NV,Nevada,23-0000,Legal Occupations,major,"7,630",3.3,6.854,0.88,47.23,"98,230",3.8,21.09,26.19,40.18,57.35,86.87,"43,870","54,480","83,580","119,290","180,680",,
32,NV,Nevada,25-0000,"Education, Training, and Library Occupations",major,"49,140",1.0,44.157,0.67,23.52,"48,920",2.8,12.18,16.09,22.02,28.75,34.94,"25,340","33,470","45,810","59,810","72,680",,
32,NV,Nevada,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"15,940",4.2,14.323,1.06,26.72,"55,580",4.2,10.02,14.52,22.42,31.91,43.28,"20,840","30,200","46,640","66,380","90,030",,
32,NV,Nevada,29-0000,Healthcare Practitioners and Technical Occupations,major,"45,810",1.5,41.164,0.70,40.63,"84,500",2.2,16.25,25.16,35.43,44.94,72.99,"33,810","52,330","73,700","93,470","151,820",,
32,NV,Nevada,31-0000,Healthcare Support Occupations,major,"23,780",3.7,21.373,0.69,15.01,"31,220",1.4,9.26,11.44,14.33,17.78,21.64,"19,260","23,790","29,810","36,990","45,000",,
32,NV,Nevada,33-0000,Protective Service Occupations,major,"38,070",1.9,34.208,1.37,19.68,"40,940",5.0,9.01,11.42,16.35,25.72,36.04,"18,750","23,750","34,010","53,500","74,950",,
32,NV,Nevada,35-0000,Food Preparation and Serving Related Occupations,major,"160,920",1.0,144.610,1.65,11.88,"24,700",1.3,7.85,8.63,10.92,14.28,17.39,"16,340","17,960","22,700","29,700","36,170",,
32,NV,Nevada,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"66,100",2.6,59.402,1.82,13.38,"27,830",1.0,8.24,9.76,13.34,16.27,18.13,"17,140","20,300","27,750","33,850","37,700",,
32,NV,Nevada,39-0000,Personal Care and Service Occupations,major,"66,590",3.1,59.840,2.12,12.25,"25,490",1.0,7.74,8.35,9.39,13.67,21.87,"16,100","17,370","19,530","28,420","45,480",,
32,NV,Nevada,41-0000,Sales and Related Occupations,major,"118,170",2.0,106.198,1.00,15.91,"33,100",1.2,8.10,9.14,11.96,17.96,27.89,"16,840","19,000","24,890","37,350","58,020",,
32,NV,Nevada,43-0000,Office and Administrative Support Occupations,major,"180,080",1.3,161.827,0.97,16.26,"33,830",0.9,9.31,11.80,15.23,19.54,25.22,"19,360","24,540","31,680","40,650","52,460",,
32,NV,Nevada,45-0000,"Farming, Fishing, and Forestry Occupations",major,680,8.3,0.607,0.19,17.51,"36,430",3.6,8.84,12.02,17.13,21.89,27.33,"18,390","24,990","35,620","45,530","56,850",,
32,NV,Nevada,47-0000,Construction and Extraction Occupations,major,"51,160",2.1,45.978,1.19,25.65,"53,350",1.3,12.39,17.04,24.59,33.13,42.05,"25,770","35,440","51,150","68,910","87,460",,
32,NV,Nevada,49-0000,"Installation, Maintenance, and Repair Occupations",major,"42,900",2.1,38.556,0.99,22.96,"47,750",1.0,11.41,15.67,22.88,28.96,35.21,"23,740","32,580","47,590","60,240","73,240",,
32,NV,Nevada,51-0000,Production Occupations,major,"37,970",2.5,34.126,0.52,16.38,"34,060",1.3,8.97,10.75,14.35,19.88,27.20,"18,660","22,360","29,840","41,350","56,580",,
32,NV,Nevada,53-0000,Transportation and Material Moving Occupations,major,"75,910",2.0,68.215,1.01,16.98,"35,320",3.0,8.70,10.77,14.60,20.76,27.14,"18,100","22,390","30,370","43,170","56,450",,
33,NH,New Hampshire,11-0000,Management Occupations,major,"33,820",1.9,55.752,1.16,51.02,"106,120",1.0,24.27,32.74,44.24,61.52,87.38,"50,480","68,100","92,010","127,960","181,740",,
33,NH,New Hampshire,13-0000,Business and Financial Operations Occupations,major,"26,600",2.3,43.843,0.91,31.07,"64,630",1.0,17.74,21.98,28.58,36.52,46.14,"36,900","45,720","59,450","75,960","95,980",,
33,NH,New Hampshire,15-0000,Computer and Mathematical Occupations,major,"17,670",4.3,29.122,1.10,38.22,"79,500",1.3,20.41,26.80,36.36,48.14,59.07,"42,440","55,750","75,630","100,120","122,870",,
33,NH,New Hampshire,17-0000,Architecture and Engineering Occupations,major,"12,230",3.0,20.154,1.12,34.57,"71,900",1.3,19.69,24.88,32.50,42.23,54.33,"40,950","51,740","67,590","87,840","113,010",,
33,NH,New Hampshire,19-0000,"Life, Physical, and Social Science Occupations",major,"3,780",2.8,6.228,0.74,29.93,"62,250",2.7,16.10,20.79,27.52,34.99,45.64,"33,490","43,230","57,240","72,780","94,930",,
33,NH,New Hampshire,21-0000,Community and Social Service Occupations,major,"8,320",3.6,13.713,0.93,19.46,"40,470",1.7,11.01,13.66,18.02,24.10,30.48,"22,910","28,400","37,480","50,130","63,400",,
33,NH,New Hampshire,23-0000,Legal Occupations,major,"3,500",4.0,5.762,0.74,39.30,"81,740",3.4,17.06,21.55,31.61,48.87,75.67,"35,480","44,820","65,740","101,660","157,400",,
33,NH,New Hampshire,25-0000,"Education, Training, and Library Occupations",major,"44,530",2.5,73.403,1.12,22.45,"46,710",3.2,10.54,13.87,20.54,28.35,35.19,"21,930","28,850","42,720","58,970","73,180",,
33,NH,New Hampshire,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"5,780",4.1,9.530,0.71,22.55,"46,900",1.7,10.03,14.25,20.44,28.47,36.49,"20,860","29,630","42,520","59,220","75,900",,
33,NH,New Hampshire,29-0000,Healthcare Practitioners and Technical Occupations,major,"36,080",2.3,59.470,1.02,35.95,"74,780",2.8,15.01,21.95,29.15,39.12,62.67,"31,210","45,650","60,640","81,370","130,350",,
33,NH,New Hampshire,31-0000,Healthcare Support Occupations,major,"17,720",2.8,29.208,0.95,14.82,"30,820",1.1,10.22,11.93,14.01,17.08,20.76,"21,260","24,820","29,140","35,520","43,180",,
33,NH,New Hampshire,33-0000,Protective Service Occupations,major,"11,070",2.8,18.248,0.73,20.37,"42,370",1.7,10.53,13.69,19.57,25.44,31.34,"21,910","28,480","40,700","52,920","65,190",,
33,NH,New Hampshire,35-0000,Food Preparation and Serving Related Occupations,major,"51,420",1.9,84.760,0.97,10.70,"22,250",0.8,7.76,8.35,9.34,12.07,15.96,"16,150","17,370","19,430","25,110","33,190",,
33,NH,New Hampshire,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"19,650",2.7,32.390,0.99,13.07,"27,180",1.2,8.43,9.89,12.02,15.30,19.06,"17,540","20,570","25,000","31,820","39,650",,
33,NH,New Hampshire,39-0000,Personal Care and Service Occupations,major,"17,510",3.2,28.858,1.02,11.78,"24,500",1.1,7.96,8.85,10.57,13.48,17.60,"16,560","18,410","21,980","28,030","36,600",,
33,NH,New Hampshire,41-0000,Sales and Related Occupations,major,"77,160",1.4,127.185,1.20,18.11,"37,670",1.5,8.10,9.11,12.30,20.82,35.06,"16,850","18,940","25,590","43,300","72,920",,
33,NH,New Hampshire,43-0000,Office and Administrative Support Occupations,major,"103,490",1.1,170.589,1.02,16.32,"33,950",0.5,9.43,12.03,15.41,19.50,25.01,"19,600","25,020","32,050","40,570","52,020",,
33,NH,New Hampshire,45-0000,"Farming, Fishing, and Forestry Occupations",major,720,10.2,1.192,0.37,14.18,"29,490",2.8,8.63,10.55,14.27,17.12,19.33,"17,950","21,950","29,690","35,610","40,200",,
33,NH,New Hampshire,47-0000,Construction and Extraction Occupations,major,"19,470",2.5,32.087,0.83,20.46,"42,550",0.8,12.65,15.51,19.08,24.57,30.55,"26,320","32,260","39,680","51,110","63,550",,
33,NH,New Hampshire,49-0000,"Installation, Maintenance, and Repair Occupations",major,"22,910",1.9,37.766,0.97,21.46,"44,630",0.9,12.39,15.83,20.23,26.33,33.17,"25,780","32,930","42,080","54,760","69,000",,
33,NH,New Hampshire,51-0000,Production Occupations,major,"42,400",3.1,69.882,1.07,16.96,"35,290",0.9,10.20,12.49,15.79,20.19,26.14,"21,220","25,980","32,840","41,990","54,360",,
33,NH,New Hampshire,53-0000,Transportation and Material Moving Occupations,major,"30,860",2.5,50.860,0.76,16.01,"33,290",2.6,8.65,10.64,14.28,18.10,23.53,"17,990","22,140","29,700","37,650","48,940",,
34,NJ,New Jersey,11-0000,Management Occupations,major,"195,190",1.1,51.757,1.07,63.35,"131,770",0.5,31.47,42.99,56.89,76.56,#,"65,450","89,410","118,330","159,250",#,,
34,NJ,New Jersey,13-0000,Business and Financial Operations Occupations,major,"209,360",1.8,55.514,1.15,35.80,"74,470",0.5,20.40,26.04,33.55,42.94,54.32,"42,430","54,170","69,790","89,310","112,970",,
34,NJ,New Jersey,15-0000,Computer and Mathematical Occupations,major,"126,930",2.4,33.656,1.27,41.15,"85,590",0.7,22.31,29.77,39.49,51.70,63.45,"46,410","61,920","82,150","107,530","131,980",,
34,NJ,New Jersey,17-0000,Architecture and Engineering Occupations,major,"51,760",3.1,13.724,0.76,39.68,"82,530",1.3,21.33,28.74,38.24,49.64,60.63,"44,370","59,770","79,530","103,240","126,120",,
34,NJ,New Jersey,19-0000,"Life, Physical, and Social Science Occupations",major,"33,880",4.1,8.985,1.06,37.73,"78,480",2.5,18.08,24.18,33.98,46.06,60.80,"37,610","50,300","70,680","95,800","126,470",,
34,NJ,New Jersey,21-0000,Community and Social Service Occupations,major,"60,200",1.9,15.962,1.08,24.14,"50,200",1.2,12.42,16.40,22.61,30.24,39.20,"25,840","34,110","47,040","62,890","81,540",,
34,NJ,New Jersey,23-0000,Legal Occupations,major,"31,140",3.0,8.258,1.06,50.98,"106,030",2.1,20.18,27.59,41.28,68.05,#,"41,970","57,380","85,870","141,550",#,,
34,NJ,New Jersey,25-0000,"Education, Training, and Library Occupations",major,"289,320",2.2,76.719,1.17,26.72,"55,580",0.9,10.98,14.92,25.73,35.25,44.40,"22,830","31,030","53,510","73,320","92,350",,
34,NJ,New Jersey,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"44,340",3.9,11.757,0.87,26.26,"54,630",1.6,11.48,15.58,22.65,33.11,43.98,"23,880","32,420","47,110","68,860","91,480",,
34,NJ,New Jersey,29-0000,Healthcare Practitioners and Technical Occupations,major,"203,390",2.3,53.932,0.92,40.29,"83,800",1.1,19.18,26.70,34.88,44.44,65.03,"39,880","55,540","72,560","92,440","135,260",,
34,NJ,New Jersey,31-0000,Healthcare Support Occupations,major,"129,140",1.5,34.244,1.11,13.68,"28,450",1.0,9.60,10.70,12.77,15.76,19.25,"19,980","22,260","26,570","32,780","40,030",,
34,NJ,New Jersey,33-0000,Protective Service Occupations,major,"97,900",1.9,25.960,1.04,26.32,"54,750",1.8,9.85,13.01,21.94,39.21,48.76,"20,490","27,060","45,640","81,560","101,410",,
34,NJ,New Jersey,35-0000,Food Preparation and Serving Related Occupations,major,"269,020",0.7,71.334,0.82,11.37,"23,650",0.8,7.80,8.49,9.93,13.03,17.16,"16,230","17,670","20,660","27,100","35,680",,
34,NJ,New Jersey,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"125,420",1.6,33.256,1.02,13.55,"28,180",0.9,8.26,9.62,11.99,16.10,21.79,"17,180","20,010","24,940","33,480","45,330",,
34,NJ,New Jersey,39-0000,Personal Care and Service Occupations,major,"115,830",1.7,30.713,1.09,13.45,"27,970",1.1,7.94,8.83,11.13,15.92,22.92,"16,510","18,380","23,150","33,110","47,680",,
34,NJ,New Jersey,41-0000,Sales and Related Occupations,major,"411,010",1.0,108.986,1.02,21.04,"43,760",1.2,8.16,9.31,13.69,26.04,43.37,"16,980","19,370","28,480","54,160","90,200",,
34,NJ,New Jersey,43-0000,Office and Administrative Support Occupations,major,"668,920",1.2,177.374,1.06,17.70,"36,810",0.3,9.56,12.43,16.69,22.13,27.20,"19,880","25,850","34,720","46,020","56,580",,
34,NJ,New Jersey,45-0000,"Farming, Fishing, and Forestry Occupations",major,"2,600",14.9,0.689,0.22,13.20,"27,460",2.3,8.05,9.14,11.51,15.11,21.35,"16,750","19,010","23,940","31,430","44,410",,
34,NJ,New Jersey,47-0000,Construction and Extraction Occupations,major,"104,540",1.6,27.720,0.72,27.12,"56,400",0.9,13.33,17.78,25.62,35.09,44.48,"27,730","36,990","53,300","72,990","92,520",,
34,NJ,New Jersey,49-0000,"Installation, Maintenance, and Repair Occupations",major,"138,530",2.5,36.734,0.94,23.90,"49,710",0.7,12.55,16.92,23.36,29.90,36.14,"26,100","35,200","48,590","62,180","75,180",,
34,NJ,New Jersey,51-0000,Production Occupations,major,"179,840",1.7,47.686,0.73,17.13,"35,630",0.8,8.63,10.68,15.16,21.64,28.62,"17,940","22,220","31,530","45,020","59,540",,
34,NJ,New Jersey,53-0000,Transportation and Material Moving Occupations,major,"283,000",1.6,75.040,1.11,15.91,"33,100",0.9,8.33,9.93,14.08,19.94,26.67,"17,320","20,650","29,290","41,470","55,480",,
35,NM,New Mexico,11-0000,Management Occupations,major,"37,860",1.2,48.680,1.01,42.20,"87,780",1.3,19.63,26.88,36.72,51.35,71.02,"40,820","55,920","76,370","106,800","147,710",,
35,NM,New Mexico,13-0000,Business and Financial Operations Occupations,major,"30,300",1.3,38.966,0.81,28.41,"59,090",1.4,14.77,18.89,25.72,35.12,45.34,"30,720","39,300","53,500","73,050","94,320",,
35,NM,New Mexico,15-0000,Computer and Mathematical Occupations,major,"14,200",2.8,18.267,0.69,34.68,"72,140",2.2,17.47,23.69,33.10,43.51,54.81,"36,330","49,260","68,840","90,500","113,990",,
35,NM,New Mexico,17-0000,Architecture and Engineering Occupations,major,"20,160",2.9,25.925,1.44,38.10,"79,250",2.6,18.65,26.01,35.52,48.43,62.24,"38,790","54,100","73,890","100,740","129,450",,
35,NM,New Mexico,19-0000,"Life, Physical, and Social Science Occupations",major,"12,720",1.7,16.361,1.94,35.02,"72,840",3.7,14.80,21.21,30.83,46.25,63.95,"30,790","44,110","64,130","96,200","133,020",,
35,NM,New Mexico,21-0000,Community and Social Service Occupations,major,"14,210",2.5,18.279,1.24,19.15,"39,830",1.3,10.47,13.71,17.77,23.31,29.33,"21,770","28,510","36,960","48,490","61,020",,
35,NM,New Mexico,23-0000,Legal Occupations,major,"6,450",10.4,8.297,1.06,34.40,"71,560",3.1,15.37,20.44,29.46,42.76,57.14,"31,960","42,520","61,280","88,950","118,850",,
35,NM,New Mexico,25-0000,"Education, Training, and Library Occupations",major,"53,460",0.9,68.745,1.05,21.58,"44,890",2.7,8.76,12.18,20.58,27.37,35.33,"18,220","25,330","42,800","56,940","73,490",,
35,NM,New Mexico,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"8,380",5.7,10.773,0.80,19.55,"40,660",2.7,9.09,11.02,16.64,25.01,34.10,"18,910","22,920","34,620","52,030","70,920",,
35,NM,New Mexico,29-0000,Healthcare Practitioners and Technical Occupations,major,"43,860",1.5,56.398,0.96,34.29,"71,310",2.0,13.59,20.21,28.54,38.73,57.76,"28,260","42,030","59,350","80,560","120,130",,
35,NM,New Mexico,31-0000,Healthcare Support Occupations,major,"24,170",3.2,31.088,1.01,12.48,"25,950",1.5,8.40,9.47,11.66,14.53,17.78,"17,470","19,700","24,260","30,230","36,980",,
35,NM,New Mexico,33-0000,Protective Service Occupations,major,"23,340",3.6,30.019,1.20,18.52,"38,520",2.5,9.07,12.21,16.56,22.00,30.50,"18,870","25,400","34,450","45,760","63,440",,
35,NM,New Mexico,35-0000,Food Preparation and Serving Related Occupations,major,"71,890",1.6,92.449,1.06,9.85,"20,500",0.9,7.89,8.30,9.00,10.62,13.60,"16,400","17,270","18,710","22,090","28,290",,
35,NM,New Mexico,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"26,530",2.1,34.115,1.04,10.80,"22,460",0.9,8.01,8.60,9.77,12.08,14.83,"16,660","17,880","20,320","25,130","30,840",,
35,NM,New Mexico,39-0000,Personal Care and Service Occupations,major,"34,780",2.1,44.725,1.59,10.30,"21,430",1.0,7.94,8.40,9.17,10.92,14.19,"16,510","17,470","19,080","22,710","29,520",,
35,NM,New Mexico,41-0000,Sales and Related Occupations,major,"74,550",1.7,95.862,0.90,14.44,"30,030",1.0,8.18,8.92,10.93,16.34,25.41,"17,020","18,560","22,730","33,990","52,860",,
35,NM,New Mexico,43-0000,Office and Administrative Support Occupations,major,"123,320",1.0,158.583,0.95,14.82,"30,820",0.6,8.72,10.43,13.61,17.78,22.88,"18,130","21,690","28,310","36,970","47,590",,
35,NM,New Mexico,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,070",9.9,3.946,1.24,11.16,"23,210",3.0,7.96,8.43,9.22,12.65,17.81,"16,550","17,530","19,170","26,320","37,040",,
35,NM,New Mexico,47-0000,Construction and Extraction Occupations,major,"50,910",2.0,65.462,1.69,18.43,"38,340",0.9,10.24,12.90,16.87,22.50,28.55,"21,290","26,830","35,090","46,810","59,390",,
35,NM,New Mexico,49-0000,"Installation, Maintenance, and Repair Occupations",major,"30,540",2.0,39.273,1.01,19.66,"40,890",1.5,9.95,12.96,17.88,24.72,32.32,"20,690","26,950","37,180","51,420","67,220",,
35,NM,New Mexico,51-0000,Production Occupations,major,"29,790",3.5,38.305,0.59,17.67,"36,760",2.9,8.66,10.49,14.69,22.68,31.72,"18,010","21,810","30,560","47,170","65,980",,
35,NM,New Mexico,53-0000,Transportation and Material Moving Occupations,major,"43,150",2.8,55.482,0.82,15.65,"32,560",2.2,8.48,9.84,13.46,18.90,26.22,"17,630","20,470","28,000","39,310","54,550",,
36,NY,New York,11-0000,Management Occupations,major,"397,900",1.0,47.214,0.98,63.87,"132,860",0.7,28.69,38.39,54.62,81.37,#,"59,680","79,860","113,610","169,250",#,,
36,NY,New York,13-0000,Business and Financial Operations Occupations,major,"442,190",1.2,52.469,1.09,40.09,"83,390",0.9,19.77,25.56,34.56,47.03,67.02,"41,110","53,170","71,890","97,820","139,400",,
36,NY,New York,15-0000,Computer and Mathematical Occupations,major,"208,670",1.8,24.760,0.93,39.57,"82,300",0.7,20.12,27.14,37.06,49.06,63.30,"41,840","56,450","77,070","102,050","131,670",,
36,NY,New York,17-0000,Architecture and Engineering Occupations,major,"94,830",2.1,11.252,0.62,35.85,"74,570",0.7,19.53,25.66,33.73,43.94,55.79,"40,630","53,380","70,170","91,400","116,050",,
36,NY,New York,19-0000,"Life, Physical, and Social Science Occupations",major,"62,810",2.9,7.453,0.88,31.90,"66,360",1.5,14.53,20.20,28.29,40.36,53.23,"30,230","42,010","58,850","83,950","110,720",,
36,NY,New York,21-0000,Community and Social Service Occupations,major,"166,500",1.3,19.756,1.34,22.93,"47,700",1.7,12.24,15.73,21.07,28.39,36.40,"25,470","32,720","43,820","59,050","75,710",,
36,NY,New York,23-0000,Legal Occupations,major,"101,520",2.1,12.047,1.54,58.00,"120,630",2.2,21.03,29.40,46.45,77.32,#,"43,730","61,160","96,620","160,820",#,,
36,NY,New York,25-0000,"Education, Training, and Library Occupations",major,"656,660",1.1,77.919,1.19,29.35,"61,040",1.5,10.85,15.86,25.67,38.52,52.78,"22,570","32,980","53,400","80,110","109,790",,
36,NY,New York,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"183,540",2.2,21.779,1.62,34.20,"71,130",1.3,12.44,18.33,27.79,42.10,63.54,"25,880","38,130","57,800","87,570","132,160",,
36,NY,New York,29-0000,Healthcare Practitioners and Technical Occupations,major,"489,900",1.9,58.131,0.99,38.88,"80,870",0.9,17.29,23.87,32.71,44.58,65.68,"35,970","49,640","68,040","92,730","136,610",,
36,NY,New York,31-0000,Healthcare Support Occupations,major,"318,340",1.6,37.774,1.23,13.94,"29,000",1.2,8.31,9.94,13.50,17.27,20.72,"17,280","20,670","28,090","35,910","43,090",,
36,NY,New York,33-0000,Protective Service Occupations,major,"269,100",1.5,31.931,1.28,23.51,"48,900",2.1,9.75,13.47,21.43,31.91,40.20,"20,280","28,010","44,570","66,380","83,620",,
36,NY,New York,35-0000,Food Preparation and Serving Related Occupations,major,"630,580",0.7,74.823,0.86,11.45,"23,810",0.9,7.76,8.38,9.51,13.11,17.88,"16,140","17,440","19,780","27,270","37,190",,
36,NY,New York,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"303,690",1.5,36.035,1.10,14.86,"30,900",0.8,8.32,9.89,13.84,18.73,23.07,"17,300","20,580","28,790","38,950","47,980",,
36,NY,New York,39-0000,Personal Care and Service Occupations,major,"334,810",1.8,39.728,1.41,12.96,"26,960",1.1,8.11,9.25,10.94,13.91,19.53,"16,860","19,240","22,750","28,920","40,620",,
36,NY,New York,41-0000,Sales and Related Occupations,major,"860,800",0.8,102.141,0.96,22.75,"47,310",1.2,8.10,9.15,13.69,26.51,47.76,"16,840","19,030","28,480","55,130","99,340",,
36,NY,New York,43-0000,Office and Administrative Support Occupations,major,"1,531,560",0.7,181.732,1.09,18.09,"37,630",0.3,9.21,12.11,16.65,22.48,28.66,"19,150","25,200","34,630","46,750","59,620",,
36,NY,New York,45-0000,"Farming, Fishing, and Forestry Occupations",major,"4,660",12.0,0.553,0.17,14.42,"29,990",3.5,7.90,8.78,11.49,18.25,26.18,"16,430","18,260","23,890","37,960","54,450",,
36,NY,New York,47-0000,Construction and Extraction Occupations,major,"296,900",1.1,35.230,0.91,27.40,"57,000",0.8,12.91,17.22,24.95,35.78,47.06,"26,850","35,820","51,900","74,430","97,890",,
36,NY,New York,49-0000,"Installation, Maintenance, and Repair Occupations",major,"292,010",1.4,34.649,0.89,23.00,"47,830",0.8,11.47,15.45,21.29,29.43,37.50,"23,850","32,130","44,270","61,220","78,000",,
36,NY,New York,51-0000,Production Occupations,major,"340,550",1.3,40.409,0.62,16.93,"35,220",0.6,8.72,10.87,15.11,20.97,27.95,"18,130","22,620","31,430","43,620","58,140",,
36,NY,New York,53-0000,Transportation and Material Moving Occupations,major,"440,050",1.1,52.216,0.78,18.31,"38,090",1.9,8.64,10.87,15.63,22.70,31.23,"17,980","22,600","32,510","47,210","64,960",,
37,NC,North Carolina,11-0000,Management Occupations,major,"168,470",0.9,44.162,0.92,52.00,"108,160",0.6,24.15,32.71,45.33,64.27,88.32,"50,230","68,030","94,280","133,680","183,700",,
37,NC,North Carolina,13-0000,Business and Financial Operations Occupations,major,"161,250",1.0,42.268,0.88,31.21,"64,920",0.5,17.25,21.75,28.45,37.34,48.17,"35,870","45,230","59,170","77,670","100,190",,
37,NC,North Carolina,15-0000,Computer and Mathematical Occupations,major,"95,130",1.8,24.937,0.94,37.00,"76,960",0.8,19.29,26.09,35.88,45.99,56.24,"40,130","54,280","74,630","95,660","116,970",,
37,NC,North Carolina,17-0000,Architecture and Engineering Occupations,major,"53,280",1.7,13.967,0.78,33.42,"69,510",0.8,17.73,23.26,31.31,41.40,52.80,"36,870","48,370","65,130","86,110","109,820",,
37,NC,North Carolina,19-0000,"Life, Physical, and Social Science Occupations",major,"34,340",2.7,9.001,1.07,31.34,"65,190",2.1,16.55,20.73,27.27,37.43,51.10,"34,420","43,120","56,710","77,860","106,280",,
37,NC,North Carolina,21-0000,Community and Social Service Occupations,major,"50,140",1.4,13.145,0.89,19.36,"40,270",0.7,11.84,15.10,19.00,22.91,27.87,"24,620","31,400","39,520","47,660","57,960",,
37,NC,North Carolina,23-0000,Legal Occupations,major,"23,200",2.7,6.082,0.78,37.69,"78,390",2.8,13.91,18.39,25.86,46.80,79.01,"28,940","38,250","53,780","97,340","164,330",,
37,NC,North Carolina,25-0000,"Education, Training, and Library Occupations",major,"263,650",1.6,69.112,1.05,21.75,"45,240",3.6,10.07,13.63,19.53,25.76,33.83,"20,940","28,350","40,630","53,580","70,360",,
37,NC,North Carolina,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"37,420",2.1,9.810,0.73,22.72,"47,250",1.7,9.18,12.98,18.74,27.44,38.61,"19,100","26,990","38,980","57,080","80,300",,
37,NC,North Carolina,29-0000,Healthcare Practitioners and Technical Occupations,major,"232,330",0.9,60.902,1.04,32.49,"67,570",1.1,14.48,19.76,26.33,34.93,55.67,"30,120","41,100","54,770","72,650","115,790",,
37,NC,North Carolina,31-0000,Healthcare Support Occupations,major,"145,440",1.3,38.126,1.24,11.71,"24,360",0.7,7.93,8.83,10.66,13.54,17.32,"16,500","18,370","22,170","28,170","36,030",,
