AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
29,MO,Missouri,53-0000,Transportation and Material Moving Occupations,major,"177,380",1.9,68.527,1.019,15.09,"31,400",1.6,8.01,9.55,13.45,18.64,24.98,"16,660","19,870","27,970","38,770","51,950",,
30,MT,Montana,11-0000,Management Occupations,major,"14,940",2.0,35.213,0.743,35.59,"74,020",1.1,14.74,22.16,31.94,43.44,59.10,"30,670","46,090","66,440","90,350","122,930",,
30,MT,Montana,13-0000,Business and Financial Operations Occupations,major,"15,640",2.4,36.855,0.769,25.31,"52,650",1.4,13.66,17.70,22.89,30.71,39.92,"28,410","36,810","47,610","63,880","83,020",,
30,MT,Montana,15-0000,Computer and Mathematical Occupations,major,"6,110",2.5,14.405,0.558,25.81,"53,690",1.9,13.36,17.55,24.26,31.82,39.70,"27,800","36,510","50,460","66,200","82,570",,
30,MT,Montana,17-0000,Architecture and Engineering Occupations,major,"6,730",3.8,15.861,0.874,29.57,"61,500",2.1,16.12,21.04,27.72,34.90,44.83,"33,520","43,770","57,670","72,580","93,250",,
30,MT,Montana,19-0000,"Life, Physical, and Social Science Occupations",major,"7,880",1.8,18.579,2.218,22.72,"47,250",1.4,11.99,15.05,20.15,28.13,35.88,"24,930","31,310","41,920","58,520","74,620",,
30,MT,Montana,21-0000,Community and Social Service Occupations,major,"8,590",4.2,20.256,1.354,16.44,"34,200",1.6,9.21,11.44,15.48,19.98,25.43,"19,150","23,790","32,200","41,560","52,900",,
30,MT,Montana,23-0000,Legal Occupations,major,"3,730",3.8,8.787,1.125,28.12,"58,480",4.0,13.82,17.30,23.37,32.65,48.64,"28,740","35,990","48,600","67,900","101,180",,
30,MT,Montana,25-0000,"Education, Training, and Library Occupations",major,"28,190",3.1,66.428,0.998,18.13,"37,710",1.9,8.72,11.09,16.73,23.50,29.27,"18,150","23,060","34,810","48,890","60,890",,
30,MT,Montana,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"5,940",4.7,14.002,1.037,16.74,"34,810",2.2,7.96,9.38,14.53,20.61,27.05,"16,550","19,520","30,230","42,870","56,260",,
30,MT,Montana,29-0000,Healthcare Practitioners and Technical Occupations,major,"24,810",3.1,58.467,1.011,30.69,"63,840",2.4,13.27,18.05,25.15,33.51,51.08,"27,590","37,530","52,300","69,710","106,240",,
30,MT,Montana,31-0000,Healthcare Support Occupations,major,"14,650",3.5,34.530,1.107,11.84,"24,640",1.1,8.53,9.88,11.17,13.32,15.82,"17,740","20,550","23,240","27,710","32,900",,
30,MT,Montana,33-0000,Protective Service Occupations,major,"8,890",4.0,20.956,0.836,18.13,"37,700",2.1,8.89,11.37,16.65,22.56,28.43,"18,490","23,650","34,640","46,920","59,130",,
30,MT,Montana,35-0000,Food Preparation and Serving Related Occupations,major,"43,240",2.0,101.918,1.175,9.46,"19,670",0.9,7.49,7.82,8.68,9.99,13.16,"15,580","16,270","18,050","20,780","27,380",,
30,MT,Montana,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"17,320",2.8,40.825,1.243,11.16,"23,220",1.1,7.69,8.45,10.13,12.89,15.82,"16,000","17,580","21,070","26,810","32,910",,
30,MT,Montana,39-0000,Personal Care and Service Occupations,major,"12,200",5.6,28.764,1.067,10.54,"21,930",1.3,7.57,8.13,9.21,11.31,15.39,"15,760","16,910","19,150","23,510","32,020",,
30,MT,Montana,41-0000,Sales and Related Occupations,major,"47,640",2.0,112.291,1.062,14.26,"29,660",1.4,7.73,8.66,10.83,15.77,25.09,"16,070","18,010","22,520","32,810","52,180",,
30,MT,Montana,43-0000,Office and Administrative Support Occupations,major,"69,790",1.9,164.492,0.972,14.13,"29,400",0.5,8.50,10.27,12.95,16.68,21.65,"17,680","21,350","26,940","34,680","45,040",,
30,MT,Montana,45-0000,"Farming, Fishing, and Forestry Occupations",major,"1,470",6.5,3.467,1.080,15.24,"31,700",3.6,9.36,11.31,14.74,18.23,22.28,"19,460","23,520","30,660","37,930","46,350",,
30,MT,Montana,47-0000,Construction and Extraction Occupations,major,"24,710",2.5,58.239,1.459,19.42,"40,390",1.1,11.25,14.36,18.32,23.97,28.65,"23,410","29,860","38,100","49,850","59,590",,
30,MT,Montana,49-0000,"Installation, Maintenance, and Repair Occupations",major,"18,910",2.9,44.556,1.149,18.96,"39,440",1.0,9.71,12.79,17.55,23.86,30.11,"20,190","26,610","36,510","49,640","62,620",,
30,MT,Montana,51-0000,Production Occupations,major,"15,520",2.9,36.570,0.564,15.79,"32,840",1.6,8.59,10.64,14.18,19.07,25.16,"17,870","22,130","29,490","39,660","52,330",,
30,MT,Montana,53-0000,Transportation and Material Moving Occupations,major,"27,380",4.5,64.539,0.960,15.96,"33,190",2.0,8.33,10.33,14.34,19.93,26.48,"17,330","21,490","29,820","41,460","55,070",,
31,NE,Nebraska,11-0000,Management Occupations,major,"32,140",1.3,35.649,0.752,44.14,"91,800",1.0,18.48,26.74,38.03,53.71,79.05,"38,430","55,610","79,100","111,720","164,420",,
31,NE,Nebraska,13-0000,Business and Financial Operations Occupations,major,"41,790",1.6,46.347,0.967,28.60,"59,490",0.7,15.74,19.73,25.77,34.80,44.59,"32,740","41,030","53,600","72,390","92,740",,
31,NE,Nebraska,15-0000,Computer and Mathematical Occupations,major,"22,000",3.0,24.399,0.944,31.50,"65,530",1.1,16.62,22.17,30.61,39.89,48.49,"34,570","46,120","63,670","82,970","100,850",,
31,NE,Nebraska,17-0000,Architecture and Engineering Occupations,major,"10,390",2.6,11.525,0.635,30.13,"62,670",1.2,15.75,20.42,28.14,38.16,47.76,"32,750","42,470","58,530","79,380","99,350",,
31,NE,Nebraska,19-0000,"Life, Physical, and Social Science Occupations",major,"5,640",2.9,6.256,0.747,26.31,"54,730",1.8,13.46,17.90,24.11,32.35,42.81,"27,990","37,240","50,150","67,280","89,040",,
31,NE,Nebraska,21-0000,Community and Social Service Occupations,major,"13,730",3.4,15.228,1.018,17.04,"35,440",1.9,9.70,11.61,15.48,21.08,27.10,"20,180","24,150","32,190","43,850","56,370",,
31,NE,Nebraska,23-0000,Legal Occupations,major,"4,050",4.6,4.496,0.576,36.25,"75,390",5.6,13.47,17.36,25.19,45.89,75.00,"28,020","36,110","52,390","95,460","155,990",,
31,NE,Nebraska,25-0000,"Education, Training, and Library Occupations",major,"58,480",2.6,64.854,0.975,20.81,"43,290",3.8,9.03,12.33,19.30,25.78,34.55,"18,790","25,640","40,140","53,620","71,870",,
31,NE,Nebraska,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"11,120",3.0,12.334,0.913,18.17,"37,800",1.7,8.15,10.95,16.21,22.37,30.89,"16,960","22,780","33,720","46,530","64,250",,
31,NE,Nebraska,29-0000,Healthcare Practitioners and Technical Occupations,major,"52,050",1.0,57.719,0.999,30.17,"62,760",2.2,13.67,18.28,24.28,32.85,48.35,"28,430","38,020","50,490","68,330","100,570",,
31,NE,Nebraska,31-0000,Healthcare Support Occupations,major,"25,270",2.3,28.026,0.899,12.35,"25,680",0.9,9.02,10.15,11.57,13.97,16.65,"18,760","21,110","24,070","29,050","34,640",,
31,NE,Nebraska,33-0000,Protective Service Occupations,major,"14,620",3.0,16.214,0.646,17.96,"37,350",3.2,8.74,11.35,16.73,22.54,29.23,"18,180","23,600","34,800","46,880","60,800",,
31,NE,Nebraska,35-0000,Food Preparation and Serving Related Occupations,major,"74,980",2.2,83.156,0.958,9.40,"19,540",0.9,7.47,7.75,8.62,9.92,12.54,"15,530","16,130","17,920","20,630","26,090",,
31,NE,Nebraska,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"28,610",2.6,31.729,0.966,10.94,"22,750",1.0,7.69,8.43,9.90,12.47,15.64,"15,990","17,530","20,590","25,950","32,520",,
31,NE,Nebraska,39-0000,Personal Care and Service Occupations,major,"19,410",3.0,21.521,0.799,10.98,"22,830",1.6,7.57,8.10,9.25,12.18,16.34,"15,740","16,860","19,230","25,320","33,990",,
31,NE,Nebraska,41-0000,Sales and Related Occupations,major,"96,160",1.6,106.649,1.009,15.88,"33,040",1.4,7.61,8.45,10.81,18.59,30.07,"15,830","17,570","22,490","38,660","62,550",,
31,NE,Nebraska,43-0000,Office and Administrative Support Occupations,major,"157,070",1.1,174.191,1.030,14.28,"29,700",0.5,8.39,10.31,13.31,17.07,21.75,"17,450","21,450","27,680","35,500","45,250",,
31,NE,Nebraska,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,440",8.0,3.818,1.189,13.62,"28,330",2.8,8.08,9.07,11.94,17.03,22.06,"16,800","18,860","24,830","35,430","45,880",,
31,NE,Nebraska,47-0000,Construction and Extraction Occupations,major,"39,370",2.0,43.666,1.094,18.54,"38,570",1.2,10.56,12.96,16.55,22.70,30.01,"21,970","26,960","34,430","47,220","62,420",,
31,NE,Nebraska,49-0000,"Installation, Maintenance, and Repair Occupations",major,"37,900",2.0,42.027,1.084,19.05,"39,610",1.0,10.42,13.43,17.72,23.28,29.73,"21,660","27,920","36,860","48,420","61,830",,
31,NE,Nebraska,51-0000,Production Occupations,major,"75,800",2.5,84.067,1.297,15.34,"31,910",1.1,9.45,11.37,14.20,17.89,22.72,"19,660","23,660","29,540","37,200","47,250",,
31,NE,Nebraska,53-0000,Transportation and Material Moving Occupations,major,"77,660",1.4,86.128,1.281,15.87,"33,010",3.5,8.31,10.40,14.14,19.99,26.43,"17,280","21,640","29,420","41,580","54,970",,
32,NV,Nevada,11-0000,Management Occupations,major,"51,050",1.7,45.849,0.968,45.28,"94,170",1.2,19.62,27.28,39.11,55.36,79.83,"40,820","56,750","81,340","115,140","166,050",,
32,NV,Nevada,13-0000,Business and Financial Operations Occupations,major,"35,070",2.2,31.491,0.657,29.99,"62,370",1.1,15.55,20.57,27.88,36.39,45.48,"32,350","42,780","58,000","75,690","94,590",,
32,NV,Nevada,15-0000,Computer and Mathematical Occupations,major,"14,100",3.8,12.665,0.490,31.45,"65,410",1.5,16.68,22.57,30.21,39.09,48.02,"34,700","46,940","62,840","81,310","99,880",,
32,NV,Nevada,17-0000,Architecture and Engineering Occupations,major,"13,540",5.0,12.159,0.670,35.52,"73,890",1.3,20.05,26.40,33.58,43.49,53.97,"41,700","54,920","69,840","90,470","112,260",,
32,NV,Nevada,19-0000,"Life, Physical, and Social Science Occupations",major,"7,130",4.3,6.402,0.764,29.60,"61,560",2.2,12.62,18.64,27.47,37.72,48.52,"26,250","38,770","57,140","78,460","100,920",,
32,NV,Nevada,21-0000,Community and Social Service Occupations,major,"9,560",2.7,8.587,0.574,23.18,"48,200",2.2,11.30,16.58,22.90,29.44,35.03,"23,490","34,490","47,630","61,230","72,860",,
32,NV,Nevada,23-0000,Legal Occupations,major,"7,490",8.1,6.723,0.861,46.40,"96,500",3.6,20.43,26.22,39.53,57.44,#,"42,490","54,530","82,220","119,470",#,,
32,NV,Nevada,25-0000,"Education, Training, and Library Occupations",major,"50,040",0.9,44.939,0.675,22.55,"46,890",2.8,12.29,15.87,20.61,27.19,33.68,"25,550","33,000","42,870","56,560","70,050",,
32,NV,Nevada,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"15,970",5.4,14.337,1.061,23.56,"49,010",2.6,9.30,13.84,20.66,29.49,38.48,"19,350","28,780","42,980","61,330","80,040",,
32,NV,Nevada,29-0000,Healthcare Practitioners and Technical Occupations,major,"45,210",1.7,40.605,0.702,39.67,"82,510",2.5,15.95,24.53,34.25,44.08,71.70,"33,170","51,030","71,230","91,680","149,130",,
32,NV,Nevada,31-0000,Healthcare Support Occupations,major,"23,480",3.9,21.088,0.676,14.62,"30,420",1.5,8.86,10.89,13.95,17.63,21.33,"18,440","22,640","29,010","36,670","44,360",,
32,NV,Nevada,33-0000,Protective Service Occupations,major,"37,920",1.9,34.053,1.358,19.74,"41,060",5.1,8.87,11.41,16.47,26.04,35.91,"18,450","23,730","34,270","54,160","74,690",,
32,NV,Nevada,35-0000,Food Preparation and Serving Related Occupations,major,"156,040",1.1,140.134,1.615,11.77,"24,480",1.4,7.63,8.44,10.80,14.20,17.40,"15,880","17,560","22,470","29,530","36,190",,
32,NV,Nevada,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"64,590",2.7,58.009,1.766,13.10,"27,250",1.0,8.25,9.99,13.01,15.21,17.89,"17,160","20,780","27,050","31,630","37,210",,
32,NV,Nevada,39-0000,Personal Care and Service Occupations,major,"62,600",2.9,56.218,2.086,12.24,"25,470",0.9,7.53,8.00,9.30,13.91,22.12,"15,670","16,640","19,340","28,930","46,010",,
32,NV,Nevada,41-0000,Sales and Related Occupations,major,"116,910",2.3,104.987,0.993,15.59,"32,420",1.3,7.92,8.98,11.75,17.73,27.40,"16,470","18,670","24,440","36,880","57,000",,
32,NV,Nevada,43-0000,Office and Administrative Support Occupations,major,"185,620",1.2,166.698,0.985,16.09,"33,460",0.9,9.31,11.69,15.06,19.31,24.82,"19,370","24,310","31,320","40,170","51,620",,
32,NV,Nevada,45-0000,"Farming, Fishing, and Forestry Occupations",major,600,10.0,0.539,0.168,16.78,"34,900",5.0,8.62,11.98,14.75,21.87,27.27,"17,940","24,920","30,680","45,480","56,720",,
32,NV,Nevada,47-0000,Construction and Extraction Occupations,major,"58,780",2.3,52.789,1.323,25.43,"52,890",1.3,12.49,16.84,24.28,33.31,40.80,"25,970","35,020","50,500","69,290","84,860",,
32,NV,Nevada,49-0000,"Installation, Maintenance, and Repair Occupations",major,"42,900",2.2,38.527,0.993,22.38,"46,560",1.0,11.34,15.31,22.15,28.51,34.18,"23,600","31,850","46,070","59,310","71,090",,
32,NV,Nevada,51-0000,Production Occupations,major,"37,610",2.6,33.774,0.521,16.24,"33,780",1.2,8.79,10.81,14.38,19.66,26.92,"18,280","22,480","29,900","40,890","56,000",,
32,NV,Nevada,53-0000,Transportation and Material Moving Occupations,major,"77,310",2.5,69.428,1.032,16.52,"34,360",2.9,8.43,10.53,14.26,19.99,26.52,"17,530","21,900","29,650","41,580","55,170",,
33,NH,New Hampshire,11-0000,Management Occupations,major,"34,170",1.8,56.621,1.195,50.13,"104,270",0.9,23.59,32.05,43.80,60.55,#,"49,080","66,650","91,110","125,940",#,,
33,NH,New Hampshire,13-0000,Business and Financial Operations Occupations,major,"27,200",2.2,45.068,0.940,30.00,"62,390",1.0,16.97,21.39,27.69,35.53,44.61,"35,290","44,490","57,590","73,890","92,790",,
33,NH,New Hampshire,15-0000,Computer and Mathematical Occupations,major,"17,980",3.8,29.796,1.153,37.43,"77,850",1.3,20.29,26.72,35.97,46.84,58.03,"42,190","55,580","74,810","97,430","120,690",,
33,NH,New Hampshire,17-0000,Architecture and Engineering Occupations,major,"11,820",3.7,19.581,1.079,34.29,"71,320",1.3,19.63,24.52,31.78,41.93,54.36,"40,840","51,010","66,110","87,210","113,080",,
33,NH,New Hampshire,19-0000,"Life, Physical, and Social Science Occupations",major,"4,000",3.6,6.632,0.792,29.10,"60,530",2.7,15.56,20.37,26.85,34.64,44.85,"32,370","42,380","55,850","72,060","93,280",,
33,NH,New Hampshire,21-0000,Community and Social Service Occupations,major,"8,050",4.3,13.338,0.892,18.79,"39,080",1.8,10.56,13.19,17.41,23.72,29.38,"21,970","27,440","36,210","49,340","61,110",,
33,NH,New Hampshire,23-0000,Legal Occupations,major,"3,310",3.4,5.479,0.702,37.87,"78,760",3.2,17.19,21.88,31.11,46.78,71.15,"35,760","45,520","64,710","97,310","147,990",,
33,NH,New Hampshire,25-0000,"Education, Training, and Library Occupations",major,"45,480",1.9,75.369,1.133,21.85,"45,450",3.4,10.49,13.54,19.71,27.54,34.35,"21,820","28,160","41,000","57,280","71,440",,
33,NH,New Hampshire,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"5,900",4.1,9.780,0.724,22.12,"46,010",1.7,10.43,14.47,20.05,27.83,36.05,"21,700","30,100","41,710","57,890","74,980",,
33,NH,New Hampshire,29-0000,Healthcare Practitioners and Technical Occupations,major,"36,850",3.2,61.063,1.056,34.97,"72,750",2.9,15.09,21.56,28.95,38.16,60.10,"31,380","44,850","60,210","79,370","125,000",,
33,NH,New Hampshire,31-0000,Healthcare Support Occupations,major,"17,160",2.5,28.440,0.912,14.74,"30,670",1.3,10.19,11.85,13.97,17.05,20.85,"21,190","24,650","29,050","35,470","43,370",,
33,NH,New Hampshire,33-0000,Protective Service Occupations,major,"11,060",2.5,18.332,0.731,19.80,"41,180",2.0,10.41,13.13,18.67,24.83,30.99,"21,650","27,320","38,840","51,650","64,450",,
33,NH,New Hampshire,35-0000,Food Preparation and Serving Related Occupations,major,"51,090",1.6,84.665,0.976,10.58,"22,010",0.9,7.65,8.18,9.29,11.99,15.55,"15,910","17,020","19,320","24,930","32,340",,
33,NH,New Hampshire,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"19,720",3.1,32.676,0.995,12.91,"26,840",1.1,8.44,9.88,11.92,14.90,18.78,"17,560","20,550","24,780","30,990","39,060",,
33,NH,New Hampshire,39-0000,Personal Care and Service Occupations,major,"16,290",3.4,26.995,1.002,11.85,"24,650",1.1,7.91,8.83,10.55,13.40,17.64,"16,450","18,360","21,940","27,870","36,690",,
33,NH,New Hampshire,41-0000,Sales and Related Occupations,major,"77,090",1.3,127.763,1.208,17.69,"36,790",1.9,7.90,8.95,12.07,20.18,34.45,"16,440","18,610","25,110","41,980","71,650",,
33,NH,New Hampshire,43-0000,Office and Administrative Support Occupations,major,"102,210",1.2,169.391,1.001,15.96,"33,190",0.5,9.31,11.85,15.12,19.03,24.31,"19,370","24,650","31,450","39,580","50,560",,
33,NH,New Hampshire,45-0000,"Farming, Fishing, and Forestry Occupations",major,**,**,**,**,13.97,"29,060",3.6,8.05,9.77,14.44,16.97,19.68,"16,740","20,320","30,030","35,310","40,930",,
33,NH,New Hampshire,47-0000,Construction and Extraction Occupations,major,"18,910",2.2,31.332,0.785,20.23,"42,080",0.8,12.53,15.32,18.92,24.21,30.14,"26,060","31,870","39,340","50,350","62,690",,
33,NH,New Hampshire,49-0000,"Installation, Maintenance, and Repair Occupations",major,"22,840",1.9,37.859,0.976,21.00,"43,680",1.0,12.15,15.53,19.72,25.49,32.46,"25,280","32,300","41,030","53,010","67,510",,
33,NH,New Hampshire,51-0000,Production Occupations,major,"41,290",3.2,68.432,1.056,16.51,"34,340",0.7,10.07,12.24,15.37,19.53,24.87,"20,940","25,450","31,970","40,630","51,730",,
33,NH,New Hampshire,53-0000,Transportation and Material Moving Occupations,major,"30,290",2.6,50.203,0.746,15.71,"32,670",2.9,8.35,10.38,14.03,18.00,23.61,"17,360","21,590","29,180","37,440","49,100",,
34,NJ,New Jersey,11-0000,Management Occupations,major,"195,740",1.1,51.913,1.095,62.05,"129,070",0.5,30.39,41.87,55.84,75.42,#,"63,210","87,090","116,150","156,870",#,,
34,NJ,New Jersey,13-0000,Business and Financial Operations Occupations,major,"206,260",1.7,54.703,1.141,35.24,"73,300",0.5,20.34,25.72,32.89,42.05,52.44,"42,300","53,500","68,410","87,470","109,080",,
34,NJ,New Jersey,15-0000,Computer and Mathematical Occupations,major,"130,650",2.2,34.650,1.341,41.14,"85,570",0.7,22.59,29.81,39.65,50.98,62.42,"46,980","62,000","82,470","106,040","129,840",,
34,NJ,New Jersey,17-0000,Architecture and Engineering Occupations,major,"53,300",2.6,14.136,0.779,38.68,"80,450",1.3,19.70,27.09,36.79,48.66,61.15,"40,970","56,350","76,520","101,210","127,190",,
34,NJ,New Jersey,19-0000,"Life, Physical, and Social Science Occupations",major,"34,270",3.5,9.089,1.085,37.45,"77,890",1.5,18.47,24.77,34.48,45.84,59.53,"38,420","51,510","71,710","95,340","123,820",,
34,NJ,New Jersey,21-0000,Community and Social Service Occupations,major,"60,230",2.4,15.973,1.068,24.23,"50,410",1.5,12.63,16.15,22.90,30.23,39.40,"26,280","33,590","47,630","62,880","81,960",,
34,NJ,New Jersey,23-0000,Legal Occupations,major,"30,860",2.5,8.184,1.048,49.65,"103,260",2.0,19.79,26.91,39.48,65.97,#,"41,150","55,970","82,120","137,220",#,,
34,NJ,New Jersey,25-0000,"Education, Training, and Library Occupations",major,"290,770",1.6,77.117,1.159,26.14,"54,370",0.9,10.84,15.01,24.99,34.42,43.61,"22,550","31,220","51,980","71,590","90,710",,
34,NJ,New Jersey,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"43,250",4.3,11.470,0.849,26.29,"54,690",1.8,11.48,15.53,22.82,33.35,43.47,"23,880","32,300","47,470","69,370","90,410",,
34,NJ,New Jersey,29-0000,Healthcare Practitioners and Technical Occupations,major,"198,940",2.5,52.763,0.913,39.58,"82,330",1.2,18.74,26.34,34.36,44.00,63.45,"38,980","54,780","71,480","91,520","131,970",,
34,NJ,New Jersey,31-0000,Healthcare Support Occupations,major,"127,760",1.7,33.885,1.087,13.54,"28,160",1.0,9.53,10.64,12.62,15.54,19.06,"19,810","22,120","26,250","32,330","39,650",,
34,NJ,New Jersey,33-0000,Protective Service Occupations,major,"103,810",2.8,27.532,1.098,25.83,"53,740",1.6,9.69,12.83,21.59,37.48,47.67,"20,160","26,680","44,910","77,960","99,160",,
34,NJ,New Jersey,35-0000,Food Preparation and Serving Related Occupations,major,"265,890",1.0,70.518,0.813,11.32,"23,540",0.7,7.69,8.36,9.87,13.02,17.01,"15,990","17,380","20,520","27,090","35,380",,
34,NJ,New Jersey,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"126,260",1.6,33.486,1.019,13.34,"27,740",0.9,8.12,9.47,11.81,15.75,21.41,"16,880","19,710","24,560","32,750","44,530",,
34,NJ,New Jersey,39-0000,Personal Care and Service Occupations,major,"114,760",1.6,30.436,1.129,13.43,"27,920",1.1,7.76,8.77,11.15,15.74,22.64,"16,150","18,240","23,190","32,740","47,080",,
34,NJ,New Jersey,41-0000,Sales and Related Occupations,major,"404,160",1.0,107.189,1.014,20.75,"43,170",1.0,7.98,9.17,13.51,25.45,42.78,"16,610","19,080","28,090","52,950","88,970",,
34,NJ,New Jersey,43-0000,Office and Administrative Support Occupations,major,"678,020",1.3,179.821,1.063,17.27,"35,920",0.3,9.38,12.21,16.31,21.62,26.26,"19,510","25,400","33,930","44,960","54,620",,
34,NJ,New Jersey,45-0000,"Farming, Fishing, and Forestry Occupations",major,"2,300",15.8,0.610,0.190,12.58,"26,160",2.3,7.96,8.86,10.63,14.30,20.59,"16,550","18,430","22,110","29,750","42,830",,
34,NJ,New Jersey,47-0000,Construction and Extraction Occupations,major,"107,560",2.3,28.527,0.715,26.84,"55,820",0.8,13.34,17.66,25.56,34.79,43.77,"27,750","36,720","53,160","72,360","91,050",,
34,NJ,New Jersey,49-0000,"Installation, Maintenance, and Repair Occupations",major,"135,340",2.5,35.894,0.926,23.35,"48,570",0.7,12.49,16.69,22.87,29.12,35.35,"25,980","34,710","47,570","60,580","73,530",,
34,NJ,New Jersey,51-0000,Production Occupations,major,"176,380",1.6,46.777,0.722,17.00,"35,360",0.6,8.57,10.70,15.15,21.54,28.39,"17,830","22,260","31,520","44,790","59,050",,
34,NJ,New Jersey,53-0000,Transportation and Material Moving Occupations,major,"284,020",1.4,75.326,1.120,15.63,"32,510",0.8,8.09,9.74,13.91,19.46,25.55,"16,820","20,270","28,940","40,480","53,150",,
35,NM,New Mexico,11-0000,Management Occupations,major,"37,510",1.4,48.239,1.018,41.50,"86,320",1.2,19.22,25.74,36.11,51.13,71.08,"39,970","53,540","75,100","106,360","147,840",,
35,NM,New Mexico,13-0000,Business and Financial Operations Occupations,major,"27,310",1.7,35.122,0.733,30.41,"63,260",1.9,15.73,20.76,27.76,36.94,47.28,"32,710","43,180","57,740","76,840","98,340",,
35,NM,New Mexico,15-0000,Computer and Mathematical Occupations,major,"13,480",3.4,17.340,0.671,34.61,"71,980",2.1,17.70,23.95,32.68,43.79,54.79,"36,810","49,820","67,970","91,080","113,960",,
35,NM,New Mexico,17-0000,Architecture and Engineering Occupations,major,"20,840",2.5,26.797,1.477,38.32,"79,710",2.2,18.47,25.96,35.76,49.42,63.08,"38,410","54,010","74,370","102,790","131,210",,
35,NM,New Mexico,19-0000,"Life, Physical, and Social Science Occupations",major,"12,880",3.2,16.561,1.977,34.58,"71,930",3.6,14.37,20.51,30.99,45.45,62.79,"29,890","42,670","64,470","94,530","130,610",,
35,NM,New Mexico,21-0000,Community and Social Service Occupations,major,"15,850",2.1,20.381,1.363,18.56,"38,600",1.6,9.56,12.62,17.22,22.96,28.98,"19,880","26,240","35,820","47,750","60,270",,
35,NM,New Mexico,23-0000,Legal Occupations,major,"4,720",3.9,6.068,0.777,33.22,"69,090",3.7,14.08,18.36,28.14,42.20,57.72,"29,290","38,180","58,520","87,770","120,060",,
35,NM,New Mexico,25-0000,"Education, Training, and Library Occupations",major,"56,420",0.9,72.562,1.090,21.55,"44,820",2.0,8.18,11.70,21.36,27.98,35.68,"17,020","24,340","44,430","58,200","74,210",,
35,NM,New Mexico,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"8,160",6.8,10.500,0.777,20.27,"42,160",4.6,8.81,10.62,15.82,25.14,34.32,"18,320","22,090","32,910","52,300","71,390",,
35,NM,New Mexico,29-0000,Healthcare Practitioners and Technical Occupations,major,"41,780",1.8,53.729,0.930,34.40,"71,540",2.1,13.30,19.89,28.13,38.51,60.72,"27,670","41,360","58,510","80,100","126,300",,
35,NM,New Mexico,31-0000,Healthcare Support Occupations,major,"25,490",3.0,32.779,1.051,12.05,"25,070",1.6,8.08,8.95,11.12,14.29,17.57,"16,810","18,610","23,120","29,710","36,540",,
35,NM,New Mexico,33-0000,Protective Service Occupations,major,"25,110",2.6,32.293,1.288,17.91,"37,240",2.5,9.28,12.06,16.03,21.07,29.47,"19,300","25,080","33,340","43,820","61,290",,
35,NM,New Mexico,35-0000,Food Preparation and Serving Related Occupations,major,"71,610",1.6,92.092,1.061,9.49,"19,750",0.8,7.69,7.89,8.72,9.99,12.62,"15,990","16,420","18,130","20,780","26,250",,
35,NM,New Mexico,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"27,090",2.3,34.835,1.060,10.67,"22,200",0.8,7.82,8.43,9.60,11.94,14.94,"16,260","17,540","19,970","24,830","31,080",,
35,NM,New Mexico,39-0000,Personal Care and Service Occupations,major,"33,080",2.0,42.543,1.579,10.22,"21,260",1.2,7.77,8.22,9.02,10.86,14.54,"16,150","17,090","18,760","22,580","30,240",,
35,NM,New Mexico,41-0000,Sales and Related Occupations,major,"76,480",1.8,98.361,0.930,14.28,"29,700",1.2,7.88,8.71,10.66,15.68,25.04,"16,390","18,120","22,170","32,610","52,080",,
35,NM,New Mexico,43-0000,Office and Administrative Support Occupations,major,"122,230",1.2,157.203,0.929,14.44,"30,030",0.7,8.39,10.06,13.24,17.43,22.54,"17,460","20,920","27,540","36,260","46,880",,
35,NM,New Mexico,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,100",10.9,3.988,1.242,10.24,"21,290",3.4,7.65,7.72,8.62,10.61,16.44,"15,920","16,060","17,940","22,070","34,190",,
35,NM,New Mexico,47-0000,Construction and Extraction Occupations,major,"52,360",1.9,67.337,1.687,17.50,"36,410",1.0,9.91,12.25,15.92,21.44,27.54,"20,610","25,470","33,110","44,590","57,280",,
35,NM,New Mexico,49-0000,"Installation, Maintenance, and Repair Occupations",major,"31,610",2.0,40.658,1.048,19.20,"39,940",1.5,9.69,12.64,17.65,24.24,30.84,"20,150","26,290","36,710","50,430","64,160",,
